Date,Open,High,Low,Close,Adj Close,Volume
6/23/1995,0.435268,0.4375,0.426339,0.435268,0.368309,231963200
6/26/1995,0.430804,0.433036,0.425223,0.429688,0.363587,152779200
6/27/1995,0.422991,0.430804,0.414063,0.414063,0.350366,217100800
6/28/1995,0.410714,0.424107,0.405134,0.416295,0.352254,266358400
6/29/1995,0.414063,0.429688,0.410714,0.421875,0.356976,232556800
6/30/1995,0.421875,0.427455,0.41183,0.414621,0.350838,165491200
7/3/1995,0.415179,0.420759,0.412946,0.419085,0.354615,39390400
7/5/1995,0.418527,0.427455,0.415179,0.415179,0.35131,177060800
7/6/1995,0.415179,0.419643,0.408482,0.419643,0.355087,184094400
7/7/1995,0.418527,0.439732,0.417411,0.434152,0.367364,387116800
7/10/1995,0.434152,0.445313,0.429688,0.434152,0.367364,297931200
7/11/1995,0.426339,0.434152,0.420201,0.420759,0.356032,214692800
7/12/1995,0.421875,0.428571,0.41183,0.419643,0.355087,283808000
7/13/1995,0.422991,0.435268,0.420759,0.425223,0.359809,352329600
7/14/1995,0.422991,0.4375,0.419643,0.435268,0.368309,277928000
7/17/1995,0.436384,0.444196,0.434152,0.4375,0.370197,226161600
7/18/1995,0.4375,0.442522,0.426339,0.429688,0.363587,254632000
7/19/1995,0.419643,0.428571,0.401786,0.40625,0.343755,521035200
7/20/1995,0.410714,0.422991,0.401786,0.420201,0.35556,331273600
7/21/1995,0.383929,0.40067,0.383929,0.390625,0.330533,757881600
7/24/1995,0.392857,0.40625,0.390625,0.405134,0.34281,214625600
7/25/1995,0.410714,0.414063,0.407366,0.408482,0.345643,263524800
7/26/1995,0.412946,0.412946,0.405134,0.405134,0.34281,171449600
7/27/1995,0.40625,0.424107,0.40625,0.417969,0.353671,325180800
7/28/1995,0.417411,0.421875,0.401786,0.40625,0.343755,260937600
7/31/1995,0.40625,0.407366,0.399554,0.401786,0.339977,158524800
8/1/1995,0.40067,0.40067,0.388393,0.388393,0.328645,210918400
8/2/1995,0.391741,0.401786,0.390625,0.396205,0.335255,275128000
8/3/1995,0.393973,0.407366,0.391741,0.401786,0.339977,213931200
8/4/1995,0.401786,0.402902,0.390625,0.395089,0.334311,192315200
8/7/1995,0.393973,0.398438,0.385045,0.387277,0.3277,193760000
8/8/1995,0.389509,0.390625,0.378348,0.379464,0.321089,234595200
8/9/1995,0.38058,0.390625,0.379464,0.385045,0.325812,369017600
8/10/1995,0.385045,0.386161,0.38058,0.381696,0.322978,164024000
8/11/1995,0.382813,0.385045,0.373884,0.384487,0.32534,206931200
8/14/1995,0.383929,0.390625,0.382813,0.387277,0.3277,167406400
8/15/1995,0.391741,0.393973,0.385045,0.393415,0.332894,317867200
8/16/1995,0.392857,0.397321,0.389509,0.397321,0.337117,292633600
8/17/1995,0.398438,0.40625,0.393973,0.398438,0.338065,246892800
8/18/1995,0.40067,0.402902,0.390625,0.40067,0.339959,241158400
8/21/1995,0.40067,0.405134,0.393973,0.393973,0.334276,271779200
8/22/1995,0.396205,0.402902,0.393973,0.399554,0.339012,217044800
8/23/1995,0.40067,0.409598,0.398438,0.40625,0.344693,253803200
8/24/1995,0.407366,0.412946,0.40625,0.408482,0.346587,287929600
8/25/1995,0.409598,0.409598,0.398438,0.399554,0.339012,134344000
8/28/1995,0.40067,0.401786,0.383929,0.383929,0.325754,243040000
8/29/1995,0.383929,0.386161,0.379464,0.385045,0.326701,317060800
8/30/1995,0.386161,0.390625,0.385045,0.387277,0.328595,153473600
8/31/1995,0.387277,0.388393,0.383929,0.383929,0.325754,87864000
9/1/1995,0.383929,0.388393,0.382813,0.383371,0.325281,98380800
9/5/1995,0.388393,0.388393,0.381696,0.388393,0.329542,179972800
9/6/1995,0.391741,0.394392,0.388393,0.390625,0.331436,200760000
9/7/1995,0.392857,0.404576,0.390625,0.399554,0.339012,262326400
9/8/1995,0.399554,0.40067,0.397321,0.399554,0.339012,174776000
9/11/1995,0.40067,0.40625,0.395089,0.395089,0.335223,172491200
9/12/1995,0.397321,0.40067,0.38058,0.383371,0.325281,326256000
9/13/1995,0.382813,0.387277,0.375,0.378348,0.321019,322750400
9/14/1995,0.36942,0.371652,0.354911,0.357143,0.303027,550558400
9/15/1995,0.333705,0.356027,0.316964,0.320313,0.271778,1211963200
9/18/1995,0.324777,0.328683,0.320313,0.327567,0.277932,621488000
9/19/1995,0.328125,0.331473,0.322545,0.328125,0.278406,490022400
9/20/1995,0.332589,0.333705,0.325893,0.327009,0.277459,321809600
9/21/1995,0.325893,0.334821,0.324777,0.330357,0.2803,347334400
9/22/1995,0.329241,0.332589,0.324777,0.330915,0.280773,398641600
9/25/1995,0.341518,0.341657,0.333705,0.334961,0.284206,315212800
9/26/1995,0.337054,0.33817,0.331473,0.333705,0.28314,250902400
9/27/1995,0.334821,0.334821,0.310268,0.323661,0.274618,451236800
9/28/1995,0.325893,0.33817,0.325893,0.337054,0.285982,331184000
9/29/1995,0.339286,0.341518,0.329241,0.332589,0.282193,283416000
10/2/1995,0.337054,0.34375,0.334821,0.335938,0.285035,392000000
10/3/1995,0.340402,0.34375,0.331473,0.335938,0.285035,289822400
10/4/1995,0.327009,0.330357,0.321429,0.324777,0.275565,266772800
10/5/1995,0.323661,0.327009,0.320313,0.325893,0.276512,244070400
10/6/1995,0.328125,0.330357,0.31808,0.318638,0.270356,309041600
10/9/1995,0.315848,0.319196,0.30692,0.310826,0.263728,372568000
10/10/1995,0.30692,0.3125,0.300223,0.30971,0.262781,400265600
10/11/1995,0.314732,0.31808,0.304688,0.311384,0.264202,332875200
10/12/1995,0.3125,0.315848,0.310268,0.31529,0.267516,162052800
10/13/1995,0.319196,0.329241,0.316964,0.321429,0.272724,235188800
10/16/1995,0.323661,0.330357,0.320313,0.322545,0.273671,182067200
10/17/1995,0.325893,0.329241,0.320313,0.327009,0.277459,178617600
10/18/1995,0.330357,0.353237,0.328125,0.333705,0.28314,512400000
10/19/1995,0.320313,0.322545,0.310268,0.310268,0.263255,944899200
10/20/1995,0.314732,0.314732,0.309152,0.313616,0.266095,386332800
10/23/1995,0.313616,0.313616,0.310268,0.313616,0.266095,197803200
10/24/1995,0.316964,0.316964,0.311384,0.313616,0.266095,213494400
10/25/1995,0.314732,0.315848,0.310268,0.310268,0.263255,133302400
10/26/1995,0.311384,0.3125,0.308036,0.311384,0.264202,125865600
10/27/1995,0.311384,0.311384,0.304688,0.310268,0.263255,154212800
10/30/1995,0.311384,0.314732,0.309152,0.314732,0.267042,175638400
10/31/1995,0.314732,0.327009,0.313616,0.324219,0.275092,289217600
11/1/1995,0.327009,0.331473,0.316964,0.327009,0.277459,193233600
11/2/1995,0.329241,0.329241,0.323661,0.327009,0.277459,152756800
11/3/1995,0.328125,0.329241,0.320313,0.325893,0.276512,179435200
11/6/1995,0.325893,0.345982,0.324777,0.340402,0.288823,311774400
11/7/1995,0.337054,0.361607,0.334821,0.353795,0.300186,736388800
11/8/1995,0.354911,0.366071,0.345982,0.347098,0.294504,358825600
11/9/1995,0.354911,0.357143,0.347098,0.351563,0.298292,260108800
11/10/1995,0.351563,0.359375,0.347098,0.354911,0.301133,223115200
11/13/1995,0.359375,0.368304,0.357143,0.364955,0.309655,317374400
11/14/1995,0.366071,0.379464,0.366071,0.370536,0.314391,407276800
11/15/1995,0.375,0.375,0.358259,0.366071,0.310602,248136000
11/16/1995,0.364955,0.370536,0.352679,0.356585,0.302554,226228800
11/17/1995,0.357143,0.360491,0.354911,0.358259,0.303974,128531200
11/20/1995,0.359375,0.359375,0.34375,0.344866,0.29261,148456000
11/21/1995,0.345982,0.345982,0.33817,0.344866,0.293522,191609600
11/22/1995,0.344866,0.350446,0.34375,0.344866,0.293522,98806400
11/24/1995,0.347098,0.360491,0.345982,0.358817,0.305396,109950400
11/27/1995,0.362723,0.362723,0.351563,0.351563,0.299222,115875200
11/28/1995,0.351563,0.358259,0.350446,0.357143,0.303971,176288000
11/29/1995,0.358259,0.358259,0.348214,0.350446,0.298271,105268800
11/30/1995,0.347098,0.348214,0.339286,0.340402,0.289722,174854400
12/1/1995,0.339286,0.341518,0.331473,0.335938,0.285923,204209600
12/4/1995,0.358259,0.358259,0.348214,0.352679,0.300172,480681600
12/5/1995,0.34375,0.356027,0.341518,0.352679,0.300172,363596800
12/6/1995,0.354911,0.356027,0.342634,0.345982,0.294472,201107200
12/7/1995,0.345982,0.345982,0.33817,0.344308,0.293047,141926400
12/8/1995,0.345982,0.351563,0.33817,0.351563,0.299222,141355200
12/11/1995,0.352679,0.353795,0.342634,0.344866,0.293522,111652800
12/12/1995,0.344866,0.344866,0.339286,0.339286,0.288773,177553600
12/13/1995,0.341518,0.348214,0.328125,0.342634,0.291622,684902400
12/14/1995,0.347098,0.351563,0.339286,0.341518,0.290672,333502400
12/15/1995,0.316964,0.327009,0.30692,0.314732,0.267874,726880000
12/18/1995,0.313616,0.314732,0.284598,0.287946,0.245076,666534400
12/19/1995,0.292411,0.296875,0.287946,0.292411,0.248876,430864000
12/20/1995,0.299107,0.300223,0.290179,0.291295,0.247927,365736000
12/21/1995,0.292411,0.292411,0.282366,0.290179,0.246977,332875200
12/22/1995,0.291295,0.293527,0.28683,0.287946,0.245076,234662400
12/26/1995,0.290179,0.290179,0.283482,0.286272,0.243651,139507200
12/27/1995,0.28683,0.297991,0.284598,0.289063,0.246027,268564800
12/28/1995,0.28683,0.292411,0.284598,0.285714,0.243176,249995200
12/29/1995,0.285714,0.289063,0.282366,0.284598,0.242227,304136000
1/2/1996,0.287946,0.287946,0.283482,0.28683,0.244126,139294400
1/3/1996,0.285714,0.293527,0.284598,0.28683,0.244126,429833600
1/4/1996,0.289063,0.289063,0.280134,0.281808,0.239852,300182400
1/5/1996,0.282366,0.305804,0.280134,0.305804,0.260275,445928000
1/8/1996,0.308036,0.316964,0.303571,0.309152,0.263125,121340800
1/9/1996,0.309152,0.309152,0.292411,0.292411,0.248876,251216000
1/10/1996,0.290179,0.310268,0.287946,0.305804,0.260275,365433600
1/11/1996,0.291295,0.3125,0.289063,0.3125,0.265974,756739200
1/12/1996,0.310268,0.310268,0.296875,0.302455,0.257425,401856000
1/15/1996,0.301339,0.308036,0.297991,0.304688,0.259326,363081600
1/16/1996,0.30692,0.310268,0.300223,0.308594,0.26265,352912000
1/17/1996,0.30692,0.30692,0.301339,0.303571,0.258375,236409600
1/18/1996,0.293527,0.297991,0.271205,0.285156,0.242702,698387200
1/19/1996,0.276786,0.283482,0.262277,0.266741,0.227028,829225600
1/22/1996,0.265625,0.276786,0.261161,0.272321,0.231778,499744000
1/23/1996,0.301339,0.303571,0.276786,0.282366,0.240327,988288000
1/24/1996,0.28683,0.287946,0.283482,0.287946,0.245076,655894400
1/25/1996,0.283482,0.285714,0.268973,0.270089,0.229878,445200000
1/26/1996,0.271205,0.279018,0.25558,0.273438,0.232728,735750400
1/29/1996,0.258929,0.265625,0.256696,0.260045,0.221329,332595200
1/30/1996,0.241071,0.251116,0.239816,0.243862,0.207555,622843200
1/31/1996,0.247768,0.25,0.24442,0.246652,0.20993,328059200
2/1/1996,0.245536,0.253348,0.245536,0.253348,0.215629,333043200
2/2/1996,0.257813,0.264509,0.256696,0.261161,0.222279,555979200
2/5/1996,0.265067,0.265625,0.258929,0.261161,0.222279,318729600
2/6/1996,0.261161,0.267857,0.261161,0.264509,0.225128,226217600
2/7/1996,0.265625,0.265625,0.247768,0.252232,0.214679,360326400
2/8/1996,0.245536,0.251116,0.245536,0.248884,0.21183,263166400
2/9/1996,0.248884,0.254464,0.246652,0.247768,0.21088,205688000
2/12/1996,0.251116,0.254464,0.25,0.253348,0.215629,194275200
2/13/1996,0.25,0.257813,0.248884,0.251116,0.213729,228502400
2/14/1996,0.252232,0.252232,0.244978,0.246652,0.20993,163184000
2/15/1996,0.246652,0.251116,0.24442,0.25,0.21278,122080000
2/16/1996,0.251116,0.253348,0.245536,0.245536,0.20898,156441600
2/20/1996,0.25,0.263393,0.25,0.258929,0.220379,376913600
2/21/1996,0.262277,0.265625,0.260045,0.264509,0.225128,221838400
2/22/1996,0.267857,0.268973,0.264509,0.266741,0.227028,184184000
2/23/1996,0.266741,0.270089,0.264509,0.266741,0.227028,173286400
2/26/1996,0.267857,0.268973,0.263393,0.263393,0.224179,118283200
2/27/1996,0.266741,0.266741,0.254464,0.25558,0.217529,149161600
2/28/1996,0.257813,0.257813,0.246652,0.247768,0.21088,187913600
2/29/1996,0.245536,0.247768,0.243304,0.245536,0.20898,112884800
3/1/1996,0.246652,0.246652,0.237723,0.239955,0.20423,231134400
3/4/1996,0.243304,0.24442,0.234375,0.234375,0.199481,187555200
3/5/1996,0.236607,0.238839,0.234375,0.237723,0.20233,118440000
3/6/1996,0.238839,0.239955,0.233259,0.233817,0.199006,99052800
3/7/1996,0.234375,0.235491,0.226563,0.230469,0.196156,260064000
3/8/1996,0.229911,0.234375,0.223214,0.232143,0.197581,149004800
3/11/1996,0.234375,0.235491,0.229911,0.231027,0.196631,127008000
3/12/1996,0.232143,0.235491,0.228795,0.230469,0.196156,96152000
3/13/1996,0.231027,0.233259,0.228795,0.229911,0.195681,99680000
3/14/1996,0.231027,0.231027,0.227679,0.228795,0.194732,93363200
3/15/1996,0.232143,0.232143,0.227679,0.231027,0.196631,101382400
3/18/1996,0.231585,0.233259,0.229911,0.233259,0.198531,109132800
3/19/1996,0.235491,0.236607,0.228795,0.229911,0.195681,124364800
3/20/1996,0.229911,0.229911,0.22433,0.225446,0.191881,115987200
3/21/1996,0.227679,0.227679,0.223214,0.22433,0.190931,109984000
3/22/1996,0.225446,0.226563,0.222098,0.226563,0.192832,107564800
3/25/1996,0.227679,0.229911,0.214286,0.214286,0.182383,164371200
3/26/1996,0.214286,0.21875,0.210938,0.21317,0.181433,160798400
3/27/1996,0.207589,0.225446,0.205357,0.225446,0.191881,429296000
3/28/1996,0.220982,0.228795,0.215402,0.21596,0.183808,295892800
3/29/1996,0.216518,0.220982,0.212054,0.219308,0.186657,166521600
4/1/1996,0.22433,0.231027,0.21889,0.227679,0.193782,158636800
4/2/1996,0.228795,0.228795,0.222098,0.223214,0.189982,101438400
4/3/1996,0.22433,0.22433,0.217215,0.219308,0.186657,72240000
4/4/1996,0.219866,0.219866,0.214286,0.215402,0.183333,86049600
4/8/1996,0.21317,0.21875,0.212054,0.217634,0.185232,168828800
4/9/1996,0.222098,0.236607,0.217634,0.232143,0.197581,235076800
4/10/1996,0.233259,0.236607,0.231027,0.232143,0.197581,174764800
4/11/1996,0.233259,0.234375,0.227679,0.229911,0.195681,98268800
4/12/1996,0.231027,0.231027,0.226563,0.227679,0.193782,81435200
4/15/1996,0.227679,0.229911,0.223214,0.229911,0.195681,154078400
4/16/1996,0.231027,0.232143,0.228795,0.231027,0.196631,101416000
4/17/1996,0.231027,0.232143,0.22433,0.225446,0.191881,85411200
4/18/1996,0.226563,0.226702,0.216518,0.220982,0.188082,217246400
4/19/1996,0.219866,0.22433,0.219866,0.223772,0.190456,101796800
4/22/1996,0.225446,0.227679,0.222098,0.22433,0.190931,111115200
4/23/1996,0.22433,0.225446,0.219866,0.220982,0.188082,169948800
4/24/1996,0.219866,0.220982,0.21596,0.216518,0.184282,128340800
4/25/1996,0.217634,0.222098,0.215402,0.222098,0.189032,174406400
4/26/1996,0.223214,0.22433,0.219866,0.220982,0.188082,188865600
4/29/1996,0.223214,0.223214,0.21875,0.220982,0.188082,121049600
4/30/1996,0.222098,0.222098,0.215402,0.217634,0.185232,136662400
5/1/1996,0.217634,0.220982,0.215402,0.217634,0.185232,112705600
5/2/1996,0.21875,0.21875,0.209821,0.212054,0.180483,188305600
5/3/1996,0.215402,0.215402,0.209821,0.21317,0.181433,108460800
5/6/1996,0.222098,0.231027,0.220982,0.228795,0.194732,289486400
5/7/1996,0.235491,0.24442,0.234375,0.239955,0.20423,353539200
5/8/1996,0.243304,0.243304,0.228795,0.238839,0.20328,186793600
5/9/1996,0.235491,0.236607,0.229911,0.233259,0.198531,98078400
5/10/1996,0.234375,0.24442,0.232143,0.243304,0.20708,110588800
5/13/1996,0.242188,0.246652,0.237723,0.241629,0.205655,187017600
5/14/1996,0.247768,0.25,0.245536,0.245536,0.20898,197624000
5/15/1996,0.248884,0.257813,0.247768,0.254464,0.216579,292364800
5/16/1996,0.252232,0.25558,0.248884,0.253348,0.215629,130076800
5/17/1996,0.253348,0.253348,0.245536,0.246652,0.20993,123300800
5/20/1996,0.248884,0.251116,0.246652,0.249442,0.212305,84515200
5/21/1996,0.25,0.251116,0.242188,0.242188,0.206131,114385600
5/22/1996,0.24442,0.24442,0.229911,0.232701,0.198056,201880000
5/23/1996,0.233259,0.237723,0.229911,0.234375,0.199481,124051200
5/24/1996,0.234375,0.239955,0.233259,0.238839,0.20328,113243200
5/28/1996,0.238839,0.243304,0.235491,0.235491,0.200431,101852800
5/29/1996,0.234375,0.234375,0.220982,0.222098,0.189032,219520000
5/30/1996,0.222098,0.229911,0.220982,0.227679,0.193782,103465600
5/31/1996,0.228795,0.237723,0.227679,0.233259,0.198531,162646400
6/3/1996,0.231027,0.232143,0.220982,0.220982,0.188082,125462400
6/4/1996,0.214286,0.217634,0.21317,0.21596,0.183808,762238400
6/5/1996,0.226563,0.227679,0.216518,0.22433,0.190931,510104000
6/6/1996,0.223214,0.225446,0.215402,0.216518,0.184282,362096000
6/7/1996,0.214286,0.217634,0.209821,0.217634,0.185232,267769600
6/10/1996,0.217634,0.21875,0.214286,0.215402,0.183333,106366400
6/11/1996,0.216518,0.216518,0.214286,0.214286,0.182383,153059200
6/12/1996,0.21875,0.21875,0.214286,0.216518,0.184282,151916800
6/13/1996,0.217634,0.222517,0.214286,0.219866,0.187132,191419200
6/14/1996,0.220982,0.220982,0.21317,0.213728,0.181908,144961600
6/17/1996,0.215402,0.215402,0.210938,0.210938,0.179533,112929600
6/18/1996,0.210938,0.212054,0.202009,0.203125,0.172883,223227200
6/19/1996,0.206473,0.208705,0.202009,0.206473,0.175733,134467200
6/20/1996,0.208705,0.208705,0.200893,0.203125,0.172883,147089600
6/21/1996,0.204241,0.204241,0.199777,0.202009,0.171934,161851200
6/24/1996,0.202009,0.202009,0.197545,0.198661,0.169084,122763200
6/25/1996,0.197545,0.198661,0.18192,0.184152,0.156735,246960000
6/26/1996,0.184152,0.185268,0.175223,0.177455,0.151035,404331200
6/27/1996,0.178571,0.1875,0.176339,0.184152,0.156735,229241600
6/28/1996,0.186384,0.1875,0.184152,0.1875,0.159585,115684800
7/1/1996,0.188616,0.191964,0.1875,0.191964,0.163384,131980800
7/2/1996,0.190848,0.191964,0.1875,0.1875,0.159585,89006400
7/3/1996,0.18192,0.18192,0.172991,0.172991,0.147236,288612800
7/5/1996,0.172991,0.176339,0.171875,0.174107,0.148186,106153600
7/8/1996,0.175223,0.177455,0.169643,0.170759,0.145336,188910400
7/9/1996,0.174107,0.175223,0.169643,0.169643,0.144386,187824000
7/10/1996,0.170759,0.174107,0.167411,0.167411,0.142487,169388800
7/11/1996,0.167411,0.168527,0.155134,0.159598,0.135837,291155200
7/12/1996,0.164063,0.164063,0.154018,0.161272,0.137262,268990400
7/15/1996,0.16183,0.16183,0.152902,0.15346,0.130613,133224000
7/16/1996,0.155134,0.155134,0.142857,0.15067,0.128238,289217600
7/17/1996,0.155134,0.15625,0.148438,0.15067,0.128238,233598400
7/18/1996,0.191964,0.194196,0.18178,0.186384,0.158635,897052800
7/19/1996,0.186384,0.1875,0.185268,0.185268,0.157685,265977600
7/22/1996,0.186384,0.186384,0.178571,0.180804,0.153886,152208000
7/23/1996,0.183036,0.184152,0.180804,0.183036,0.155785,130121600
7/24/1996,0.178571,0.1875,0.177455,0.185826,0.15816,264073600
7/25/1996,0.188616,0.190848,0.185268,0.1875,0.159585,114430400
7/26/1996,0.191964,0.196429,0.188616,0.196429,0.167184,123681600
7/29/1996,0.196429,0.200893,0.194196,0.198661,0.169084,195697600
7/30/1996,0.202009,0.203125,0.189732,0.190848,0.162434,189403200
7/31/1996,0.189732,0.196429,0.189732,0.196429,0.167184,92780800
8/1/1996,0.196429,0.196429,0.188616,0.189732,0.161484,110163200
8/2/1996,0.19308,0.196429,0.189732,0.19308,0.164334,127948800
